Age,Gender,Year_of_Study,Monthly_Income_AED,Living,Transport_Mode,Order_Frequency,Order_Time,Preferred_Cuisines,Choice_Factors,Accept_Delay_for_Freshness,Uses_Apps,Used_Apps,Satisfaction_Score,Multi_Restaurant_Order,Willing_to_Wait_for_Fresh_Food,Max_Willingness_to_Pay_AED,Wants_Personal_Suggestions,Likes_Bundle_Deals,Cares_About_Sustainability,Empathy_Preference,Biggest_Frustration,Common_Problems,Sustainable_Rewards,Loyalty_Likelihood
23,Male,Postgraduate,2261,On-campus,Bike,6+,Lunch,"Italian, Chinese, Fast Food","Speed, Variety",Yes,Yes,"Others, Talabat",4,No,Maybe,13,No,Yes,No,Yes,High prices,"Poor packaging, Limited variety, High price",No,4
23,Male,1st Year,1867,Off-campus,Bike,6+,Lunch,Italian,"Price, Reviews, Quality",Yes,Yes,"Uber Eats, Others",4,Yes,Yes,17,Yes,Yes,No,Doesn’t matter,Cold food,High price,No,1
22,Female,3rd Year,2390,On-campus,Walk,1-2,Varies,Indian,"Quality, Price",No,Yes,"Others, Zomato",1,Yes,No,14,Yes,Yes,Yes,Doesn’t matter,No tracking,"High price, Poor packaging, Cold food",No,2
20,Female,4th Year,2013,Off-campus,Bike,1-2,Dinner,"Indian, Italian","Reviews, Variety",Yes,Yes,"Others, Zomato",1,Yes,Yes,26,Maybe,No,No,Doesn’t matter,No tracking,"Limited variety, High price, Cold food",No,1
23,Female,4th Year,1237,Off-campus,Personal Vehicle,0,Late night,Chinese,"Sustainability, Reviews, Quality",No,Yes,"Others, Zomato, Uber Eats",3,Yes,No,24,Yes,No,Yes,Doesn’t matter,Cold food,Late delivery,No,3
26,Male,2nd Year,1132,Off-campus,Bike,3-5,Dinner,Italian,"Speed, Variety",No,Yes,Zomato,1,Yes,Yes,13,Maybe,Yes,Somewhat,No,No tracking,"Poor packaging, High price, Limited variety",Yes,4
25,Male,2nd Year,1860,Off-campus,Ride-hailing,3-5,Dinner,"Others, Chinese","Price, Speed, Quality",Yes,Yes,Talabat,4,Yes,No,21,Yes,Maybe,No,No,Cold food,Limited variety,Maybe,4
25,Female,2nd Year,974,On-campus,Personal Vehicle,3-5,Varies,"Fast Food, Others, Indian","Price, Sustainability",Maybe,No,None,3,Yes,Yes,10,Maybe,No,No,Yes,No tracking,"Poor packaging, High price",Yes,4
20,Male,4th Year,1878,Off-campus,Public Transport,1-2,Late night,Indian,"Sustainability, Speed",No,Yes,Others,1,Yes,Yes,28,Yes,Maybe,No,Yes,Limited menu,"Late delivery, Poor packaging",Maybe,5
19,Female,4th Year,2185,On-campus,Bike,1-2,Breakfast,"Chinese, Others","Quality, Speed",No,Yes,"Talabat, Uber Eats",2,Yes,No,32,No,Maybe,No,Yes,Limited menu,"Cold food, Limited variety",No,2
21,Male,1st Year,1847,On-campus,Bike,1-2,Late night,"Others, Healthy, Fast Food","Speed, Price",Yes,Yes,"Others, Zomato",5,Yes,No,15,Yes,Yes,Yes,No,No tracking,"Cold food, High price, Limited variety",Yes,1
22,Female,2nd Year,1641,Off-campus,Ride-hailing,1-2,Breakfast,Italian,"Variety, Quality, Reviews",No,Yes,"Zomato, Talabat",1,Yes,No,17,No,No,Yes,Doesn’t matter,Late delivery,"Cold food, High price, Poor packaging",No,2
24,Male,Postgraduate,1006,Off-campus,Ride-hailing,1-2,Late night,Italian,"Sustainability, Speed, Price",Maybe,Yes,"Others, Talabat",1,Yes,Maybe,27,Yes,Yes,Yes,Yes,Cold food,"Late delivery, High price",Yes,4
18,Female,4th Year,1076,Off-campus,Walk,3-5,Lunch,Indian,"Price, Sustainability",Yes,No,None,2,Yes,Yes,26,Yes,Yes,Somewhat,No,High prices,Limited variety,Yes,3
25,Female,Postgraduate,2124,On-campus,Walk,3-5,Late night,Fast Food,"Reviews, Sustainability, Quality",Yes,Yes,"Zomato, Uber Eats",4,Yes,Maybe,32,Maybe,Maybe,Yes,Yes,No tracking,Cold food,No,5
21,Female,4th Year,1889,Off-campus,Walk,3-5,Varies,"Healthy, Fast Food, Indian","Quality, Speed, Sustainability",Yes,Yes,Zomato,2,Maybe,Yes,17,Yes,Maybe,No,No,High prices,"Poor packaging, Late delivery",Yes,2
20,Male,2nd Year,1480,Off-campus,Ride-hailing,1-2,Breakfast,Fast Food,"Variety, Sustainability, Price",No,Yes,"Zomato, Others",1,Maybe,No,18,Yes,Maybe,Somewhat,Doesn’t matter,High prices,Limited variety,Yes,3
19,Female,3rd Year,1291,On-campus,Walk,1-2,Dinner,"Healthy, Indian, Chinese","Speed, Variety, Price",Yes,Yes,"Talabat, Zomato",4,Yes,Yes,22,Yes,Yes,Somewhat,No,High prices,"Late delivery, Limited variety",Maybe,4
18,Female,3rd Year,487,On-campus,Walk,1-2,Varies,"Chinese, Italian, Fast Food","Sustainability, Quality",No,No,None,3,No,Yes,14,No,Yes,No,Doesn’t matter,Late delivery,"Late delivery, Poor packaging",No,4
24,Female,1st Year,964,On-campus,Public Transport,6+,Breakfast,Healthy,"Price, Sustainability, Quality",Yes,Yes,"Uber Eats, Others, Zomato",1,Yes,Yes,22,Maybe,Yes,No,Yes,Late delivery,"Cold food, High price",No,4
22,Female,3rd Year,2455,On-campus,Walk,0,Breakfast,"Chinese, Healthy","Reviews, Variety, Sustainability",Maybe,Yes,"Zomato, Uber Eats, Others",2,Yes,Yes,14,Maybe,Yes,No,Doesn’t matter,Limited menu,"Poor packaging, Cold food",Yes,4
18,Female,4th Year,859,Off-campus,Bike,3-5,Dinner,"Chinese, Indian","Speed, Quality, Variety",Yes,Yes,"Zomato, Others",3,Maybe,Yes,29,Yes,Yes,No,No,Cold food,High price,No,5
18,Female,1st Year,1594,Off-campus,Ride-hailing,1-2,Lunch,"Italian, Indian, Healthy","Sustainability, Price, Variety",Yes,Yes,"Zomato, Talabat",5,Yes,Yes,15,Yes,Yes,Yes,Yes,No tracking,Cold food,Maybe,5
21,Male,4th Year,2003,Off-campus,Personal Vehicle,6+,Varies,"Fast Food, Indian","Quality, Price",No,Yes,Uber Eats,3,Maybe,Yes,27,No,Yes,Somewhat,Yes,No tracking,"Poor packaging, Late delivery",Maybe,2
26,Female,3rd Year,872,Off-campus,Public Transport,3-5,Dinner,"Fast Food, Italian, Healthy","Reviews, Speed, Sustainability",Yes,Yes,"Zomato, Talabat, Uber Eats",2,Yes,Yes,39,Yes,Yes,No,No,No tracking,"Cold food, Late delivery",No,4
21,Female,Postgraduate,1592,On-campus,Ride-hailing,1-2,Dinner,"Indian, Italian, Others","Variety, Quality, Price",Yes,Yes,"Zomato, Talabat, Others",3,Yes,Yes,29,Maybe,No,Yes,Doesn’t matter,No tracking,"High price, Cold food",No,5
18,Male,1st Year,1968,Off-campus,Ride-hailing,3-5,Lunch,"Chinese, Indian","Speed, Quality, Price",Yes,Yes,Zomato,2,Yes,Yes,26,Maybe,No,No,No,Cold food,"Limited variety, Poor packaging, Cold food",Maybe,3
21,Male,2nd Year,1506,Off-campus,Bike,1-2,Varies,"Others, Italian, Chinese","Reviews, Quality, Price",No,Yes,"Others, Talabat",1,Yes,Yes,11,No,No,Yes,Doesn’t matter,No tracking,High price,No,5
21,Male,3rd Year,2934,Off-campus,Walk,6+,Dinner,Italian,"Variety, Quality",Maybe,Yes,"Uber Eats, Others, Zomato",4,Yes,Yes,38,No,No,No,Doesn’t matter,No tracking,"Poor packaging, High price",Yes,5
18,Female,2nd Year,665,On-campus,Bike,1-2,Lunch,"Italian, Chinese, Fast Food","Speed, Sustainability, Quality",Maybe,Yes,"Zomato, Uber Eats",5,Yes,Maybe,36,Maybe,Yes,No,Yes,Cold food,Poor packaging,No,2
21,Female,4th Year,2029,Off-campus,Walk,1-2,Varies,"Fast Food, Chinese, Healthy","Reviews, Speed",Yes,Yes,"Others, Talabat, Zomato",4,No,Maybe,23,No,Yes,No,Doesn’t matter,Limited menu,"High price, Cold food",Yes,5
21,Female,4th Year,1413,On-campus,Walk,3-5,Late night,Others,"Reviews, Speed, Sustainability",Yes,Yes,Zomato,4,Yes,Yes,21,Yes,Maybe,Yes,Yes,Late delivery,"Cold food, High price, Late delivery",Maybe,3
23,Female,1st Year,1885,On-campus,Ride-hailing,3-5,Breakfast,"Indian, Italian","Quality, Speed",No,Yes,"Uber Eats, Talabat, Zomato",4,Yes,No,16,Yes,Maybe,No,No,No tracking,"Poor packaging, Cold food",No,4
26,Male,3rd Year,1720,Off-campus,Walk,1-2,Lunch,Indian,"Speed, Reviews",No,Yes,"Zomato, Uber Eats, Talabat",2,Yes,No,42,No,No,Yes,No,Late delivery,"High price, Late delivery",Maybe,1
24,Male,3rd Year,1133,On-campus,Public Transport,3-5,Breakfast,Indian,"Speed, Price, Sustainability",Yes,Yes,Others,2,Maybe,Yes,32,Maybe,Maybe,Yes,Yes,Late delivery,"Poor packaging, Limited variety",No,2
21,Male,2nd Year,1614,Off-campus,Public Transport,1-2,Late night,"Italian, Healthy","Reviews, Variety",Yes,Yes,"Talabat, Zomato",5,Yes,No,17,No,No,Somewhat,Yes,No tracking,"Cold food, Limited variety, Poor packaging",Yes,3
19,Male,Postgraduate,571,Off-campus,Public Transport,1-2,Dinner,"Healthy, Fast Food","Sustainability, Price",Yes,Yes,"Zomato, Others",2,Yes,Yes,35,Maybe,Yes,Yes,Doesn’t matter,Limited menu,Cold food,No,2
28,Male,4th Year,1801,Off-campus,Ride-hailing,3-5,Dinner,"Indian, Chinese","Quality, Sustainability, Reviews",No,Yes,Talabat,2,Maybe,Yes,38,No,Yes,Yes,Yes,High prices,"Limited variety, High price, Poor packaging",Maybe,4
22,Male,3rd Year,1649,On-campus,Bike,1-2,Varies,"Italian, Indian","Sustainability, Quality, Variety",Yes,Yes,"Others, Talabat",2,Yes,Yes,24,No,Maybe,Yes,No,High prices,"High price, Limited variety, Cold food",Yes,5
22,Female,4th Year,1819,On-campus,Personal Vehicle,1-2,Lunch,"Italian, Others, Indian","Sustainability, Quality",Maybe,No,None,2,Yes,Yes,21,No,Yes,Yes,Yes,No tracking,"Limited variety, Poor packaging",No,5
21,Female,2nd Year,2029,On-campus,Walk,3-5,Lunch,"Fast Food, Others","Speed, Sustainability, Reviews",Yes,Yes,"Talabat, Zomato, Others",1,Maybe,No,15,Yes,Yes,Yes,Yes,Cold food,"Limited variety, Late delivery",Maybe,3
22,Prefer not to say,Postgraduate,1683,Off-campus,Personal Vehicle,1-2,Varies,"Fast Food, Others, Italian","Sustainability, Variety",Yes,Yes,"Others, Uber Eats",5,No,Yes,32,Yes,No,Somewhat,Yes,Cold food,"Late delivery, Limited variety, Poor packaging",Maybe,4
21,Non-binary,3rd Year,1574,On-campus,Bike,3-5,Breakfast,Fast Food,"Sustainability, Price, Quality",Yes,Yes,"Talabat, Others",2,Yes,Yes,20,Maybe,Maybe,No,Doesn’t matter,Limited menu,Poor packaging,No,1
20,Female,4th Year,1059,On-campus,Bike,1-2,Dinner,"Fast Food, Italian, Healthy","Reviews, Speed, Variety",Yes,Yes,"Zomato, Talabat, Others",5,Yes,Yes,20,No,Yes,Somewhat,Yes,No tracking,"Cold food, High price",Maybe,1
20,Male,4th Year,1143,On-campus,Ride-hailing,0,Dinner,Others,"Reviews, Sustainability",Yes,Yes,"Others, Talabat",3,No,No,24,Yes,Maybe,Somewhat,Doesn’t matter,Cold food,Poor packaging,Yes,5
21,Female,2nd Year,2093,On-campus,Public Transport,1-2,Lunch,"Indian, Fast Food","Quality, Price, Sustainability",Yes,Yes,"Uber Eats, Others",1,Yes,Maybe,16,No,Yes,No,Doesn’t matter,Late delivery,"Poor packaging, High price, Late delivery",No,4
20,Female,4th Year,2218,Off-campus,Public Transport,3-5,Lunch,"Chinese, Healthy, Italian","Variety, Sustainability",Yes,Yes,"Others, Zomato, Talabat",2,Maybe,No,40,Maybe,No,Yes,Yes,No tracking,"Cold food, Limited variety",Yes,4
20,Male,1st Year,1380,Off-campus,Bike,3-5,Varies,"Indian, Others","Quality, Reviews",Yes,Yes,"Talabat, Others",1,Yes,Yes,34,Yes,Yes,No,Doesn’t matter,No tracking,"Late delivery, Limited variety, High price",Maybe,3
22,Male,2nd Year,1523,On-campus,Ride-hailing,0,Late night,"Others, Italian","Speed, Sustainability, Quality",Yes,Yes,"Others, Zomato, Uber Eats",1,Yes,Yes,25,Maybe,Maybe,Yes,Yes,High prices,"Late delivery, Poor packaging",Maybe,1
21,Female,2nd Year,1047,Off-campus,Ride-hailing,0,Breakfast,"Fast Food, Healthy","Quality, Variety",Maybe,Yes,"Uber Eats, Talabat, Zomato",3,Yes,Yes,16,Yes,Maybe,No,No,High prices,High price,Maybe,3
25,Male,Postgraduate,2086,Off-campus,Walk,6+,Late night,"Fast Food, Chinese, Others","Quality, Speed, Variety",No,Yes,"Talabat, Others, Zomato",5,No,Yes,17,No,No,Somewhat,No,No tracking,"Late delivery, High price, Limited variety",Yes,2
18,Female,4th Year,1832,Off-campus,Public Transport,0,Late night,"Fast Food, Indian","Speed, Variety, Quality",No,Yes,"Others, Talabat",1,Maybe,Yes,16,Maybe,Yes,Yes,Doesn’t matter,Late delivery,High price,Maybe,4
24,Female,4th Year,2470,Off-campus,Bike,6+,Lunch,"Italian, Healthy, Fast Food","Variety, Quality, Reviews",Yes,Yes,Others,4,No,Yes,12,Yes,No,Somewhat,No,Cold food,"Limited variety, High price, Late delivery",No,1
25,Male,4th Year,1060,Off-campus,Personal Vehicle,1-2,Lunch,"Others, Indian","Sustainability, Speed",Yes,Yes,"Talabat, Zomato",3,Maybe,Yes,28,Yes,Maybe,Yes,Yes,Late delivery,Poor packaging,No,3
18,Male,3rd Year,1310,Off-campus,Public Transport,3-5,Lunch,Others,"Price, Quality",Yes,Yes,"Uber Eats, Zomato, Talabat",4,Yes,Maybe,18,No,No,No,Doesn’t matter,High prices,"Poor packaging, Late delivery, High price",Maybe,5
21,Male,Postgraduate,1615,On-campus,Walk,1-2,Late night,"Fast Food, Italian, Chinese","Sustainability, Variety",No,No,None,3,Yes,No,18,Maybe,Yes,No,Yes,Cold food,Poor packaging,No,2
21,Male,2nd Year,1823,Off-campus,Ride-hailing,6+,Breakfast,Chinese,"Speed, Reviews, Sustainability",Yes,Yes,"Zomato, Uber Eats",4,Maybe,Yes,16,Maybe,Yes,No,Doesn’t matter,Limited menu,Poor packaging,Yes,3
18,Male,2nd Year,1392,Off-campus,Bike,3-5,Lunch,"Others, Fast Food, Indian","Price, Speed, Variety",Yes,Yes,Zomato,4,Maybe,Yes,35,Maybe,No,No,Doesn’t matter,No tracking,"Limited variety, Cold food, Late delivery",Yes,5
20,Female,1st Year,1063,On-campus,Public Transport,1-2,Dinner,Indian,"Speed, Sustainability, Quality",No,Yes,"Zomato, Uber Eats, Talabat",1,Maybe,Yes,17,No,Maybe,No,Doesn’t matter,High prices,"Cold food, High price, Limited variety",Maybe,1
19,Male,4th Year,1940,On-campus,Personal Vehicle,0,Breakfast,Others,"Quality, Reviews, Price",Yes,Yes,"Zomato, Talabat",1,No,No,37,Yes,Maybe,Somewhat,Doesn’t matter,Cold food,"Late delivery, Limited variety",No,1
26,Female,4th Year,1860,Off-campus,Walk,3-5,Dinner,"Italian, Fast Food","Price, Speed, Reviews",Yes,No,None,3,Yes,No,22,Yes,No,Somewhat,No,High prices,"Cold food, Late delivery, Limited variety",No,2
24,Male,2nd Year,1041,Off-campus,Walk,3-5,Breakfast,"Indian, Healthy, Chinese","Quality, Variety",Yes,Yes,"Uber Eats, Talabat, Others",5,Yes,Maybe,12,Maybe,Yes,Yes,No,Limited menu,Cold food,Maybe,5
25,Non-binary,1st Year,2177,Off-campus,Public Transport,0,Lunch,"Fast Food, Italian, Healthy","Variety, Quality",No,Yes,"Zomato, Uber Eats, Others",1,Maybe,Yes,29,Yes,Yes,Somewhat,No,Limited menu,"Late delivery, Poor packaging, Limited variety",Yes,4
23,Male,4th Year,2085,Off-campus,Personal Vehicle,0,Varies,"Indian, Healthy","Quality, Reviews, Sustainability",No,Yes,Others,1,Yes,Maybe,33,Maybe,Yes,Yes,Doesn’t matter,High prices,Late delivery,Maybe,1
19,Male,1st Year,1567,Off-campus,Walk,3-5,Lunch,Healthy,"Price, Variety, Reviews",Yes,Yes,Talabat,2,Yes,Yes,16,No,Yes,Yes,No,Late delivery,"Late delivery, Limited variety",No,4
20,Female,4th Year,1539,Off-campus,Bike,1-2,Late night,"Fast Food, Italian","Reviews, Sustainability, Speed",Yes,Yes,"Zomato, Others",1,No,Maybe,25,No,Maybe,Somewhat,Doesn’t matter,Late delivery,"Late delivery, Poor packaging",No,4
23,Female,Postgraduate,1777,Off-campus,Walk,3-5,Late night,"Italian, Chinese, Indian","Quality, Reviews",No,Yes,"Uber Eats, Talabat",5,Yes,No,28,No,Yes,Somewhat,No,Late delivery,"Limited variety, Poor packaging",Maybe,3
18,Male,2nd Year,1069,Off-campus,Personal Vehicle,1-2,Breakfast,Others,"Reviews, Sustainability, Variety",Yes,Yes,"Others, Uber Eats, Talabat",2,Maybe,No,25,Maybe,No,Yes,Doesn’t matter,No tracking,Cold food,Yes,3
23,Female,1st Year,1515,Off-campus,Ride-hailing,6+,Late night,Fast Food,"Price, Variety, Quality",No,Yes,"Uber Eats, Talabat, Zomato",4,Yes,Yes,20,Yes,No,Somewhat,No,No tracking,"High price, Limited variety, Poor packaging",Yes,1
21,Female,4th Year,423,Off-campus,Ride-hailing,6+,Lunch,"Fast Food, Healthy, Indian","Reviews, Speed, Sustainability",No,Yes,Talabat,4,No,No,33,No,No,Somewhat,No,Limited menu,"Late delivery, Limited variety, Poor packaging",Maybe,4
21,Female,4th Year,1938,On-campus,Public Transport,6+,Dinner,"Italian, Fast Food","Variety, Sustainability, Reviews",Yes,Yes,Uber Eats,2,No,Yes,22,Maybe,No,Somewhat,No,Late delivery,"Late delivery, Cold food, Poor packaging",No,3
23,Male,3rd Year,719,Off-campus,Personal Vehicle,1-2,Lunch,Healthy,"Price, Speed",Yes,Yes,"Zomato, Talabat, Others",2,Yes,Yes,18,Maybe,Yes,No,Doesn’t matter,Limited menu,"Cold food, Poor packaging, High price",Yes,5
23,Male,Postgraduate,2251,Off-campus,Walk,6+,Breakfast,"Others, Fast Food","Speed, Quality, Sustainability",No,Yes,Others,2,Yes,Yes,10,No,Maybe,No,Doesn’t matter,High prices,"Poor packaging, Cold food, Limited variety",Maybe,5
21,Female,1st Year,1334,On-campus,Walk,1-2,Late night,Indian,"Reviews, Quality, Variety",Yes,Yes,Zomato,3,Yes,Yes,10,No,Yes,Yes,No,No tracking,"High price, Poor packaging",No,5
24,Female,3rd Year,1394,Off-campus,Ride-hailing,3-5,Dinner,Indian,"Variety, Quality, Reviews",Yes,Yes,Others,5,Yes,Yes,27,No,Maybe,Somewhat,Doesn’t matter,High prices,"Late delivery, Limited variety, Cold food",Yes,5
19,Male,4th Year,1186,Off-campus,Ride-hailing,3-5,Varies,"Chinese, Fast Food","Speed, Reviews, Price",No,Yes,"Others, Uber Eats",5,Yes,Yes,24,Yes,Yes,Yes,Yes,No tracking,"High price, Limited variety, Cold food",Yes,4
23,Female,4th Year,1355,On-campus,Bike,0,Dinner,Others,"Reviews, Speed",Yes,Yes,"Others, Talabat, Uber Eats",4,Yes,Yes,33,Yes,Maybe,Somewhat,No,Cold food,"Late delivery, Limited variety, Cold food",Maybe,5
23,Female,1st Year,2209,Off-campus,Ride-hailing,6+,Dinner,"Others, Italian","Reviews, Price, Speed",Yes,Yes,"Others, Talabat, Zomato",4,Yes,Yes,36,Maybe,No,No,No,Cold food,"Cold food, Late delivery",No,4
21,Male,4th Year,256,Off-campus,Bike,0,Lunch,"Indian, Healthy, Italian","Variety, Price",Yes,Yes,Talabat,4,Yes,Yes,22,No,No,Somewhat,Yes,Limited menu,"Limited variety, Late delivery",Yes,1
22,Female,3rd Year,2138,Off-campus,Walk,3-5,Varies,"Chinese, Others","Price, Variety",No,Yes,Talabat,1,Yes,Yes,34,No,Maybe,Somewhat,Doesn’t matter,Limited menu,"Limited variety, Late delivery, High price",Maybe,1
18,Male,2nd Year,1669,On-campus,Bike,3-5,Breakfast,"Healthy, Chinese","Price, Variety",Yes,Yes,Zomato,4,No,Yes,19,Yes,Maybe,Somewhat,Doesn’t matter,No tracking,"Late delivery, Limited variety",Yes,5
24,Female,1st Year,896,Off-campus,Bike,3-5,Breakfast,Chinese,"Price, Quality",Maybe,Yes,"Talabat, Zomato, Uber Eats",2,Yes,Yes,23,No,Maybe,No,Doesn’t matter,Limited menu,High price,No,5
21,Female,4th Year,962,Off-campus,Public Transport,1-2,Dinner,Chinese,"Price, Variety",No,No,None,4,Maybe,Yes,23,Maybe,No,No,No,Cold food,Limited variety,Yes,5
20,Prefer not to say,1st Year,2338,On-campus,Ride-hailing,1-2,Dinner,"Indian, Italian","Speed, Reviews, Quality",Yes,No,None,2,No,Maybe,40,No,No,No,No,No tracking,"Limited variety, High price, Late delivery",No,1
24,Male,2nd Year,1027,Off-campus,Bike,3-5,Late night,"Healthy, Italian, Fast Food","Reviews, Speed, Sustainability",Yes,Yes,"Talabat, Uber Eats",3,No,Yes,12,Yes,Yes,Yes,No,Late delivery,High price,Yes,3
20,Male,2nd Year,923,Off-campus,Walk,1-2,Varies,"Chinese, Healthy, Indian","Price, Reviews",Yes,Yes,Others,1,Maybe,No,25,Maybe,Maybe,Somewhat,No,Late delivery,"Poor packaging, Cold food, Limited variety",Yes,1
18,Male,4th Year,2068,On-campus,Personal Vehicle,1-2,Dinner,Italian,"Quality, Variety, Sustainability",No,Yes,"Talabat, Zomato, Others",1,Yes,Yes,18,Maybe,Maybe,No,No,Limited menu,"Poor packaging, Limited variety, High price",Maybe,5
18,Male,3rd Year,1669,Off-campus,Bike,1-2,Late night,"Others, Fast Food","Sustainability, Variety, Speed",Maybe,Yes,"Talabat, Others",5,Maybe,Maybe,22,No,Maybe,Yes,Doesn’t matter,Cold food,Cold food,Yes,3
23,Male,4th Year,1031,Off-campus,Ride-hailing,1-2,Varies,"Fast Food, Others, Indian","Sustainability, Reviews",No,Yes,"Zomato, Others",3,Yes,Yes,21,Maybe,No,No,Yes,High prices,"Cold food, High price, Limited variety",No,3
18,Non-binary,2nd Year,1608,On-campus,Public Transport,6+,Breakfast,Italian,"Reviews, Sustainability, Variety",Yes,Yes,Talabat,2,Maybe,Yes,25,No,Maybe,Somewhat,Doesn’t matter,Cold food,"Poor packaging, High price, Cold food",Maybe,2
26,Male,3rd Year,987,On-campus,Walk,1-2,Late night,"Indian, Fast Food, Healthy","Quality, Variety, Speed",No,Yes,"Others, Talabat, Uber Eats",3,Maybe,Yes,38,No,Maybe,Yes,Doesn’t matter,High prices,"Cold food, High price, Limited variety",No,4
18,Male,3rd Year,2050,On-campus,Public Transport,3-5,Varies,"Healthy, Italian, Chinese","Variety, Quality",Yes,Yes,Others,1,Yes,Yes,44,Yes,No,No,No,No tracking,"Limited variety, Late delivery",No,5
26,Female,4th Year,2030,On-campus,Personal Vehicle,1-2,Late night,"Others, Healthy, Chinese","Variety, Quality, Speed",No,No,None,2,Yes,No,31,Maybe,Maybe,No,Yes,Cold food,"Limited variety, Poor packaging, Cold food",Maybe,4
22,Male,Postgraduate,1766,Off-campus,Bike,1-2,Dinner,Fast Food,"Price, Reviews, Speed",No,Yes,"Talabat, Zomato, Others",3,Yes,Yes,15,No,Yes,Yes,Yes,Late delivery,"Cold food, High price, Late delivery",No,2
21,Female,1st Year,1680,Off-campus,Bike,0,Lunch,"Indian, Others, Chinese","Quality, Variety, Price",Yes,Yes,"Others, Zomato, Talabat",1,No,Yes,23,No,No,Yes,Doesn’t matter,High prices,"High price, Poor packaging, Limited variety",Yes,4
20,Male,3rd Year,2380,On-campus,Ride-hailing,1-2,Breakfast,"Chinese, Others","Variety, Quality, Price",Yes,Yes,Zomato,2,Yes,Maybe,27,No,No,Yes,Yes,No tracking,"Limited variety, Late delivery, Poor packaging",Maybe,5
22,Female,1st Year,1499,On-campus,Bike,1-2,Dinner,"Others, Chinese","Quality, Sustainability, Speed",No,Yes,"Others, Talabat, Uber Eats",2,Yes,Yes,20,Maybe,No,Yes,Doesn’t matter,Late delivery,Cold food,Yes,2
21,Male,3rd Year,909,On-campus,Walk,3-5,Dinner,"Healthy, Italian","Sustainability, Quality",No,Yes,"Uber Eats, Zomato, Talabat",1,Yes,Yes,22,Maybe,Yes,Yes,Doesn’t matter,Late delivery,Late delivery,Yes,4
24,Male,2nd Year,1724,Off-campus,Personal Vehicle,1-2,Varies,Italian,"Variety, Sustainability",Yes,No,None,2,Yes,Yes,24,Maybe,No,No,Doesn’t matter,Late delivery,"Late delivery, Limited variety, High price",No,1
22,Non-binary,2nd Year,2543,On-campus,Public Transport,1-2,Late night,Others,"Variety, Speed, Sustainability",Yes,Yes,"Others, Uber Eats",1,Maybe,Yes,32,No,No,Yes,Doesn’t matter,No tracking,"High price, Cold food",No,3
22,Male,2nd Year,992,Off-campus,Personal Vehicle,1-2,Breakfast,"Italian, Chinese, Others","Variety, Speed, Quality",No,Yes,"Others, Zomato, Uber Eats",4,No,Maybe,30,Maybe,No,Yes,No,Limited menu,"Cold food, Late delivery, Limited variety",Yes,2
21,Female,3rd Year,1319,Off-campus,Bike,1-2,Dinner,"Healthy, Indian, Chinese","Variety, Speed",Yes,Yes,"Zomato, Talabat, Uber Eats",4,Yes,Maybe,18,No,No,Somewhat,Yes,No tracking,"Limited variety, Poor packaging, Late delivery",Maybe,1
21,Male,2nd Year,1708,On-campus,Public Transport,6+,Varies,"Healthy, Chinese, Others","Quality, Sustainability, Reviews",Yes,Yes,"Zomato, Talabat, Uber Eats",2,Yes,Maybe,30,Maybe,Yes,No,No,Cold food,Poor packaging,Yes,5
